(99, 26.0)
(95, 35.0)
(106, 33.0)
(161, 35.0)
(115, 22.0)
(51, 43.0)
(21, 34.0)
(37, 31.0)
(96, 43.0)
(139, 25.0)
(107, 26.0)
(19, 31.0)
(169, 21.0)
(140, 32.0)
(23, 40.0)
(170, 33.0)
(90, 35.0)
(175, 30.0)
(15, 42.0)
(72, 37.0)
(102, 39.0)
(6, 48.0)
(40, 32.0)
(124, 25.0)
(126, 23.0)
(135, 41.0)
(112, 33.0)
(3, 32.0)
(14, 32.0)
(17, 28.0)
(179, 33.0)
(143, 48.0)
(9, 41.0)
(54, 48.0)
(98, 46.0)
(77, 43.0)
(125, 30.0)
(101, 39.0)
(27, 53.0)
(153, 36.0)
(59, 45.0)
(188, 34.0)
(31, 49.0)
(22, 52.0)
(171, 30.0)
(28, 41.0)
(79, 47.0)
(160, 29.0)
(56, 34.0)
(44, 58.0)
(181, 42.0)
(193, 33.0)
(163, 35.0)
(11, 27.0)
(74, 44.0)
(183, 40.0)
(166, 44.0)
(198, 31.0)
(73, 33.0)
(24, 50.0)
(57, 34.0)
(136, 61.0)
(94, 43.0)
(177, 33.0)
(129, 55.0)
(147, 36.0)
(197, 30.0)
(187, 24.0)
(80, 37.0)
(62, 33.0)
(81, 43.0)
(29, 39.0)
(49, 45.0)
(141, 41.0)
(93, 42.0)
(48, 22.0)
(173, 38.0)
(151, 43.0)
(71, 29.0)
(144, 24.0)
(42, 55.0)
(26, 27.0)
(61, 37.0)
(70, 59.0)
(186, 25.0)
(103, 44.0)
(18, 39.0)
(84, 39.0)
(85, 40.0)
(86, 54.0)
(123, 32.0)
(119, 44.0)
(12, 51.0)
(83, 36.0)
(137, 41.0)
(75, 39.0)
(60, 26.0)
(134, 47.0)
(133, 47.0)
(108, 24.0)
(89, 47.0)
(87, 20.0)
(194, 41.0)
(4, 49.0)
(105, 40.0)
(13, 52.0)
(118, 28.0)
(150, 28.0)
(43, 42.0)
(8, 55.0)
(168, 27.0)
(2, 40.0)
(182, 41.0)
(67, 40.0)
(35, 33.0)
(25, 26.0)
(176, 33.0)
(156, 46.0)
(91, 51.0)
(174, 26.0)
(164, 36.0)
(65, 47.0)
(5, 67.0)
(1, 53.0)
(104, 46.0)
(196, 33.0)
(92, 36.0)
(46, 42.0)
(158, 23.0)
(63, 70.0)
(149, 44.0)
(138, 38.0)
(200, 36.0)
(128, 39.0)
(97, 27.0)
(58, 43.0)
(121, 43.0)
(155, 36.0)
(165, 45.0)
(38, 56.0)
(109, 49.0)
(195, 38.0)
(114, 39.0)
(82, 39.0)
(78, 47.0)
(16, 47.0)
(39, 47.0)
(20, 31.0)
(172, 28.0)
(191, 47.0)
(167, 29.0)
(142, 40.0)
(180, 45.0)
(66, 39.0)
(178, 34.0)
(45, 31.0)
(113, 29.0)
(148, 29.0)
(52, 41.0)
(69, 27.0)
(111, 59.0)
(30, 36.0)
(41, 58.0)
(190, 43.0)
(117, 41.0)
(55, 61.0)
(34, 44.0)
(120, 55.0)
(159, 27.0)
(33, 42.0)
(127, 31.0)
(192, 43.0)
(68, 42.0)
(116, 55.0)
(32, 38.0)
(64, 51.0)
(88, 37.0)
(189, 53.0)
(145, 32.0)
(199, 38.0)
(76, 33.0)
(131, 44.0)
(47, 28.0)
(36, 28.0)
(132, 25.0)
(162, 38.0)
