(109, 4)
(62, 1)
(145, 3)
(19, 4)
(172, 6)
(68, 9)
(52, 5)
(170, 6)
(60, 0)
(113, 4)
(149, 9)
(128, 5)
(31, 10)
(34, 6)
(9, 6)
(58, 1)
(12, 1)
(23, 4)
(13, 10)
(32, 6)
(181, 3)
(57, 3)
(89, 2)
(20, 10)
(120, 7)
(142, 1)
(110, 8)
(101, 6)
(41, 9)
(146, 3)
(77, 7)
(85, 0)
(140, 0)
(169, 2)
(37, 2)
(103, 9)
(126, 3)
(69, 0)
(199, 0)
(182, 4)
(147, 5)
(38, 7)
(129, 6)
(123, 8)
(163, 2)
(53, 1)
(55, 9)
(91, 9)
(198, 6)
(127, 1)
(154, 0)
(56, 4)
(39, 9)
(30, 1)
(148, 5)
(196, 3)
(82, 1)
(197, 2)
(185, 9)
(157, 10)
(165, 1)
(18, 7)
(47, 9)
(116, 9)
(190, 1)
(184, 5)
(63, 4)
(49, 10)
(79, 5)
(25, 2)
(36, 4)
(130, 2)
(155, 0)
(33, 2)
(102, 6)
(138, 5)
(161, 2)
(183, 3)
(1, 10)
(162, 10)
(27, 10)
(166, 4)
(87, 4)
(178, 2)
(73, 4)
(65, 9)
(174, 4)
(54, 8)
(72, 1)
(164, 3)
(115, 1)
(29, 9)
(6, 10)
(11, 2)
(66, 8)
(156, 6)
(61, 9)
(124, 9)
(105, 8)
(93, 8)
(176, 7)
(167, 2)
(88, 2)
(97, 4)
(180, 3)
(10, 0)
(99, 1)
(152, 3)
(43, 9)
(81, 10)
(112, 6)
(94, 0)
(117, 0)
(59, 9)
(86, 5)
(107, 8)
(135, 2)
(80, 4)
(136, 9)
(141, 9)
(21, 4)
(158, 4)
(189, 6)
(194, 6)
(195, 10)
(96, 5)
(48, 10)
(173, 7)
(75, 5)
(106, 4)
(44, 10)
(22, 8)
(175, 1)
(70, 5)
(121, 4)
(84, 0)
(171, 9)
(131, 0)
(46, 8)
(50, 1)
(8, 4)
(92, 4)
(3, 5)
(90, 7)
(125, 2)
(67, 6)
(111, 10)
(153, 1)
(42, 6)
(114, 0)
(76, 10)
(108, 4)
(15, 5)
(104, 2)
(186, 1)
(192, 3)
(139, 2)
(5, 1)
(95, 0)
(64, 2)
(26, 3)
(179, 0)
(160, 3)
(200, 3)
(2, 4)
(143, 9)
(133, 9)
(16, 6)
(40, 10)
(4, 10)
(177, 0)
(35, 6)
(187, 7)
(119, 5)
(151, 3)
(134, 7)
(191, 8)
(14, 10)
(100, 10)
