(120, 10)
(68, 4)
(103, 4)
(28, 8)
(158, 3)
(6, 4)
(45, 0)
(136, 5)
(105, 9)
(125, 1)
(54, 8)
(126, 5)
(31, 8)
(44, 3)
(151, 7)
(84, 3)
(18, 1)
(21, 5)
(63, 8)
(33, 2)
(88, 7)
(13, 5)
(190, 6)
(40, 7)
(46, 8)
(52, 1)
(91, 7)
(110, 3)
(131, 9)
(96, 3)
(195, 7)
(43, 1)
(51, 10)
(132, 6)
(77, 8)
(22, 9)
(71, 6)
(98, 1)
(170, 0)
(116, 8)
(32, 6)
(173, 5)
(75, 3)
(2, 3)
(157, 9)
(34, 4)
(180, 0)
(191, 8)
(48, 4)
(72, 9)
(27, 10)
(60, 1)
(61, 1)
(200, 2)
(154, 3)
(168, 9)
(118, 10)
(82, 5)
(135, 1)
(161, 9)
(17, 2)
(177, 9)
(20, 6)
(24, 2)
(150, 2)
(26, 3)
(23, 5)
(107, 7)
(162, 0)
(185, 0)
(171, 0)
(29, 1)
(38, 4)
(104, 2)
(166, 4)
(198, 7)
(186, 3)
(146, 5)
(100, 6)
(9, 1)
(81, 4)
(142, 6)
(57, 6)
(59, 9)
(111, 9)
(138, 0)
(11, 1)
(74, 10)
(62, 5)
(148, 3)
(144, 4)
(159, 1)
(47, 1)
(140, 4)
(147, 3)
(70, 2)
(196, 9)
(127, 0)
(197, 1)
(174, 0)
(115, 2)
(58, 9)
(56, 9)
(128, 2)
(133, 8)
(1, 1)
(141, 3)
(184, 9)
(39, 2)
(130, 1)
(178, 6)
(49, 6)
(41, 10)
(30, 9)
(134, 7)
(14, 2)
(183, 10)
(94, 5)
(37, 0)
(160, 6)
(169, 7)
(97, 1)
(73, 5)
(119, 10)
(79, 1)
(143, 6)
(179, 4)
(69, 4)
(117, 6)
(165, 3)
(199, 10)
(65, 7)
(36, 8)
(99, 6)
(122, 6)
(193, 10)
(50, 7)
(83, 5)
(152, 2)
(113, 5)
(192, 10)
(80, 2)
(145, 0)
(93, 7)
(121, 6)
(8, 5)
(87, 4)
(155, 3)
(137, 3)
(5, 10)
(189, 3)
(124, 2)
(112, 9)
(139, 2)
(181, 2)
(129, 6)
(123, 1)
(3, 0)
(12, 7)
(164, 5)
(64, 10)
(7, 2)
(67, 9)
(78, 4)
(101, 7)
(16, 10)
(86, 8)
(114, 7)
(15, 5)
(42, 0)
(182, 2)
(156, 1)
(89, 5)
(176, 5)
(153, 8)
(10, 0)
(85, 4)
(172, 5)
(4, 7)
(106, 6)
(175, 2)
